Date,Price,Open,High,Low,Vol.,Change %,50_days_MA,200_days_MA,365_days_MA,500_days_MA
2023-08-30,603.69,609.32,611.02,603.14,5.68M,-0.26%,630.0626,,,
2023-08-29,605.28,601.74,608.62,601.74,6.96M,0.79%,629.1872,,,
2023-08-28,600.55,603.54,606.63,599.7,7.48M,-0.45%,628.2512,,,
2023-08-25,603.24,608.97,614.8,591.47,16.08M,-0.96%,627.5046,,,
2023-08-24,609.07,616.1,617.1,607.78,7.10M,-0.48%,626.8256,,,
2023-08-23,612.01,620.83,620.83,611.26,8.25M,-1.02%,626.1846,,,
2023-08-22,618.29,619.89,624.57,616.7,8.53M,-0.05%,625.6401999999999,,,
2023-08-21,618.59,615.1,621.38,612.91,9.58M,0.76%,625.3222000000001,,,
2023-08-18,613.91,610.91,618.19,609.02,11.19M,0.33%,625.085,,,
2023-08-17,611.86,618.09,620.09,609.12,12.12M,-0.81%,624.7878,,,
2023-08-16,616.85,604.83,619.44,595.46,14.56M,1.88%,624.5934,,,
2023-08-14,605.48,610.12,610.12,592.67,14.49M,-0.73%,623.9214,,,
2023-11-08,609.92,617.84,622.83,608.12,9.35M,-1.04%,623.6274,,,
2023-10-08,616.35,621.08,626.37,596.16,53.12M,-0.69%,623.2366,,,
2023-09-08,620.64,608.72,622.08,603.49,13.36M,2.51%,622.7421999999999,,,
2023-08-08,605.43,610.67,612.86,603.39,8.86M,-0.36%,621.6275999999999,,,
2023-07-08,607.63,617.1,617.1,606.63,9.89M,-0.89%,620.4454000000001,,,
2023-04-08,613.11,622.93,623.08,611.41,11.81M,-0.64%,619.3788,,,
2023-03-08,617.05,621.08,624.52,612.26,11.46M,-0.59%,618.6462,,,
2023-02-08,620.73,642.02,642.32,614.55,15.76M,-3.26%,617.7778,,,
2023-01-08,641.67,643.02,650.89,640.03,8.92M,-0.10%,617.3102,,,
2023-07-31,642.32,638.23,643.56,633.94,7.50M,1.42%,617.4568,,,
2023-07-28,633.35,644.01,644.01,629.86,9.30M,-1.30%,617.4828,,,
2023-07-27,641.72,645.01,646.46,634.79,11.70M,0.41%,617.745,,,
2023-07-26,639.13,638.03,663.35,637.03,31.67M,0.26%,618.2186,,,
2023-07-25,637.48,634.04,640.52,631.4,13.99M,1.62%,618.5576,,,
2023-07-24,627.31,626.02,632.5,624.32,12.25M,0.56%,618.75,,,
2023-07-21,623.83,619.09,629.06,615.8,12.91M,0.66%,618.9924,,,
2023-07-20,619.74,620.73,621.68,614.3,7.83M,0.17%,619.0164,,,
2023-07-19,618.69,612.11,623.38,608.27,11.13M,1.39%,618.825,,,
2023-07-18,610.22,618.49,618.94,605.13,10.36M,-1.03%,618.7851999999999,,,
2023-07-17,616.6,624.97,625.07,615.25,7.58M,-1.02%,618.7524,,,
2023-07-14,622.98,621.08,624.07,617.59,7.01M,0.68%,618.8542,,,
2023-07-13,618.74,623.08,624.57,613.61,9.69M,-0.13%,618.893,,,
2023-12-07,619.54,628.01,628.86,617.45,10.79M,-1.12%,618.913,,,
2023-11-07,626.57,623.03,628.51,620.24,12.05M,1.59%,618.942,,,
2023-10-07,616.75,622.08,632.85,615.65,23.80M,0.07%,618.5462,,,
2023-07-07,616.3,598.15,622.88,590.38,21.07M,2.90%,618.0986,,,
2023-06-07,598.95,588.98,603.09,586.74,14.36M,2.13%,617.4316,,,
2023-05-07,586.44,590.18,591.18,583.15,8.72M,-0.54%,616.7068,,,
2023-04-07,589.63,592.57,594.57,587.69,6.92M,0.11%,616.02,,,
2023-03-07,588.98,598.15,600.45,588.18,11.13M,-0.80%,615.4218,,,
2023-06-30,593.72,586.54,597.16,586.19,12.49M,1.52%,614.6382,,,
2023-06-28,584.84,577.22,588.18,573.73,16.72M,2.36%,613.8286,,,
2023-06-27,571.34,568.25,575.13,566.7,9.40M,0.92%,612.9952,,,
2023-06-26,566.1,558.28,567.25,556.08,6.99M,1.47%,612.1498,,,
2023-06-23,557.93,568.25,569.39,555.98,9.36M,-1.70%,611.123,,,
2023-06-22,567.6,582.2,582.9,566.45,11.23M,-2.07%,610.3324,,,
2023-06-21,579.61,583.15,584.1,572.73,9.15M,-0.32%,609.7382,,,
2023-06-20,581.46,564.31,582.15,560.77,18.07M,3.04%,609.3844,,,
2023-06-19,564.31,568.9,571.44,562.47,6.28M,-0.66%,608.5968,,,
2023-06-16,568.05,567.9,570.44,564.31,8.74M,0.24%,607.8522,,,
2023-06-15,566.7,570.04,573.23,566.0,12.48M,-0.32%,607.1752,,,
2023-06-14,568.55,564.26,569.44,562.27,12.71M,1.44%,606.4814,,,
2023-06-13,560.47,565.95,569.29,559.03,12.85M,-0.35%,605.5094,,,
2023-12-06,562.41,565.26,567.15,558.92,7.60M,0.33%,604.5174000000001,,,
2023-09-06,560.57,562.66,564.71,557.58,9.36M,0.46%,603.363,,,
2023-08-06,557.98,568.25,574.78,555.29,21.53M,-1.45%,602.1508,,,
2023-07-06,566.2,557.08,573.23,550.45,20.86M,2.20%,601.1966,,,
2023-06-06,554.04,547.76,555.29,543.67,15.40M,1.74%,600.0401999999999,,,
2023-05-06,544.57,537.34,547.11,536.24,15.01M,1.93%,598.5946,,,
2023-02-06,534.25,535.35,539.59,531.11,12.29M,0.13%,597.17,,,
2023-01-06,533.55,525.88,534.6,521.24,12.51M,1.69%,595.6426,,,
2023-05-31,524.68,518.35,525.88,514.81,12.33M,1.45%,593.8092,,,
2023-05-30,517.2,519.85,521.89,516.41,5.13M,-0.51%,591.7404,,,
2023-05-29,519.85,523.39,523.48,518.1,6.60M,0.58%,590.0288,,,
2023-05-26,516.85,513.32,518.15,510.62,8.36M,0.70%,588.2132,,,
2023-05-25,513.27,516.41,516.41,507.53,11.54M,-1.03%,586.2164,,,
2023-05-24,518.6,525.53,528.02,517.55,7.65M,-1.57%,584.2474,,,
2023-05-23,526.87,520.89,529.37,519.55,12.26M,1.15%,582.3702000000001,,,
2023-05-22,520.89,523.34,525.38,517.75,9.98M,-0.47%,579.9546,,,
2023-05-19,523.34,508.23,524.78,503.2,19.34M,3.25%,577.575,,,
2023-05-18,506.89,517.2,519.3,505.54,12.29M,-1.37%,575.0458,,,
2023-05-17,513.91,520.89,522.34,510.92,13.68M,-1.08%,572.4896,,,
2023-05-16,519.55,532.31,534.3,517.25,16.51M,-1.83%,570.098,,,
2023-05-15,529.22,522.24,535.5,519.9,38.27M,2.89%,567.9328,,,
2023-12-05,514.36,512.32,518.9,508.73,19.77M,0.85%,565.6738,,,
2023-11-05,510.03,510.42,512.57,503.95,11.45M,0.41%,563.3978,,,
2023-10-05,507.93,506.44,511.32,502.8,12.48M,1.16%,561.1616,,,
2023-09-05,502.1,500.46,511.22,500.01,19.82M,0.63%,558.8298,,,
2023-08-05,498.96,478.52,500.76,476.63,23.52M,4.90%,556.6046000000001,,,
2023-05-05,475.63,480.17,483.21,474.68,4.83M,-0.77%,553.7851999999999,,,
2023-04-05,479.32,482.11,484.9,477.28,5.65M,-0.60%,550.9119999999999,,,
2023-03-05,482.21,478.77,483.61,476.28,8.53M,0.72%,548.1814,,,
2023-02-05,478.77,481.02,482.51,473.09,11.54M,-0.97%,545.3660000000001,,,
2023-04-28,483.46,479.92,486.5,476.88,9.95M,0.70%,542.5038000000001,,,
2023-04-27,480.12,477.03,480.52,475.03,7.09M,0.71%,539.7712,,,
2023-04-26,476.73,471.55,478.02,471.15,7.79M,0.98%,536.9798,,,
2023-04-25,472.09,473.74,474.93,470.45,6.89M,-0.35%,534.4426,,,
2023-04-24,473.74,469.75,474.54,466.86,8.02M,0.85%,532.1886,,,
2023-04-21,469.75,475.23,475.23,465.76,8.48M,-1.17%,529.791,,,
2023-04-20,475.33,472.24,478.22,467.96,14.26M,1.58%,527.5179999999999,,,
2023-04-19,467.96,471.55,474.04,466.41,7.37M,-0.76%,525.0028,,,
2023-04-18,471.55,473.54,481.86,466.66,16.14M,0.18%,522.7370000000001,,,
2023-04-17,470.7,469.55,471.55,464.37,10.71M,0.56%,520.7242,,,
2023-04-13,468.06,463.52,470.55,461.83,12.73M,0.86%,518.7633999999999,,,
2023-12-04,464.07,457.94,467.16,456.79,13.55M,1.48%,516.8861999999999,,,
2023-11-04,457.29,462.32,462.32,454.4,14.50M,-0.56%,514.68,,,
2023-10-04,459.88,450.66,471.84,450.61,50.46M,5.40%,512.2854,,,
2023-06-04,436.3,425.19,437.95,422.45,10.91M,2.60%,509.3822,,,
2023-05-04,425.24,422.95,427.43,421.85,8.82M,0.54%,506.60079999999994,,,
2023-03-04,422.95,421.7,423.64,418.21,6.95M,0.82%,503.69879999999995,,,
2023-03-31,419.51,410.08,420.45,409.74,11.04M,2.83%,500.755,,,
2023-03-29,407.94,400.36,409.34,400.36,10.48M,1.89%,497.5428,,,
2023-03-28,400.36,412.88,413.23,399.22,9.55M,-2.54%,494.3406,,,
2023-03-27,410.78,414.72,417.21,408.99,7.43M,-1.07%,491.30799999999994,,,
2023-03-24,415.22,417.71,419.26,413.52,6.88M,-0.63%,488.401,,,
2023-03-23,417.86,414.72,421.2,414.72,9.82M,0.73%,485.59860000000003,,,
2023-03-22,414.82,414.72,417.11,412.48,5.73M,0.86%,482.57099999999997,,,
2023-03-21,411.28,411.58,412.63,406.45,7.39M,0.44%,479.7158,,,
2023-03-20,409.49,414.32,415.67,404.25,10.08M,-1.97%,477.0142000000001,,,
2023-03-17,417.71,417.71,422.15,413.27,8.66M,0.79%,474.68340000000006,,,
2023-03-16,414.42,412.03,417.21,403.75,11.85M,1.06%,472.3007999999999,,,
2023-03-15,410.08,420.7,423.69,408.84,7.68M,-1.27%,470.00880000000006,,,
2023-03-14,415.37,421.55,422.89,412.13,9.19M,-1.36%,467.9722,,,
2023-03-13,421.1,434.76,435.66,417.81,8.78M,-3.09%,465.9972,,,
2023-10-03,434.51,431.67,436.45,429.48,10.42M,0.84%,464.35040000000004,589.7633999999999,,
2023-09-03,430.87,437.75,440.69,429.97,5.70M,-1.62%,462.70239999999995,587.9769,,
2023-08-03,437.95,437.65,439.89,434.76,7.85M,-0.18%,461.0894,586.2789,,
2023-06-03,438.75,429.62,440.09,428.68,11.31M,2.83%,459.327,584.71475,,
2023-03-03,426.68,421.3,429.18,420.65,8.03M,1.80%,457.4428,583.15505,,
2023-02-03,419.16,424.69,424.94,418.26,5.66M,-1.30%,455.3592,581.6641500000001,,
2023-01-03,424.69,420.2,426.68,420.2,7.60M,1.26%,453.7152,580.17525,,
2023-02-28,419.41,417.71,423.49,417.71,9.65M,0.66%,451.8252,578.73895,,
2023-02-27,416.66,426.43,426.73,411.78,10.44M,-2.29%,449.76739999999995,577.30685,,
2023-02-24,426.43,434.06,435.36,425.69,7.90M,-1.26%,447.7116,575.80545,,
2023-02-23,431.87,427.33,435.11,425.89,9.28M,0.87%,446.0618,574.32205,,
2023-02-22,428.13,433.96,434.51,426.93,7.21M,-1.62%,444.42379999999997,572.81195,,
2023-02-21,435.16,443.83,443.83,433.91,8.96M,-1.47%,442.9684,571.4000500000001,,
2023-02-20,441.64,440.44,443.93,434.91,9.72M,0.70%,441.7592000000001,570.0178500000001,,
2023-02-17,438.55,434.66,441.09,434.66,6.96M,-0.39%,440.551,568.6446,,
2023-02-16,440.24,443.63,446.87,439.14,7.67M,-0.57%,439.8432,567.2529,,
2023-02-15,442.78,437.15,443.53,436.8,9.86M,0.82%,439.11240000000004,565.90505,,
2023-02-14,439.2,440.64,442.93,433.06,8.57M,-0.11%,438.25219999999996,564.5024000000001,,
2023-02-13,439.69,444.13,445.52,437.55,8.33M,-1.08%,437.4706,563.0997,,
2023-10-02,444.48,436.6,446.42,429.87,14.80M,2.08%,436.691,561.7882500000001,,
2023-09-02,435.41,438.65,439.34,432.22,7.35M,-0.76%,435.7968,560.44815,,
2023-08-02,438.75,434.11,439.64,430.22,8.67M,1.07%,435.0372,559.1255,,
2023-07-02,434.11,440.34,442.04,431.57,9.02M,-1.48%,434.2776,557.7749,,
2023-06-02,440.64,443.08,445.63,438.2,6.80M,-0.77%,433.6156,556.4273,,
2023-03-02,444.08,445.63,449.41,440.99,13.07M,0.15%,433.10220000000004,555.17095,,
2023-02-02,443.43,445.38,447.82,439.34,11.34M,-0.41%,432.4642,554.02995,,
2023-01-02,445.28,455.39,460.08,436.3,23.80M,-1.21%,432.01060000000007,552.8670500000001,,
2023-01-31,450.71,442.33,453.4,439.54,25.15M,1.90%,431.5938,551.7251,,
2023-01-30,442.29,444.23,448.62,436.3,18.32M,-0.44%,431.02560000000005,550.53855,,
2023-01-27,444.23,436.65,452.01,433.81,63.36M,6.34%,430.54900000000004,549.39855,,
2023-01-25,417.76,422.45,425.94,416.42,22.98M,-0.73%,429.6228,548.0901,,
2023-01-24,420.85,408.74,422.7,408.74,30.20M,3.37%,428.894,546.8027999999999,,
2023-01-23,407.14,405.75,409.69,403.75,13.11M,1.30%,427.8392,545.4911,,
2023-01-20,401.91,402.76,411.23,399.97,23.91M,0.60%,427.15139999999997,544.24445,,
2023-01-19,399.52,405.25,406.55,398.87,13.13M,-1.87%,426.63700000000006,542.9743,,
2023-01-18,407.14,414.62,414.67,406.2,13.31M,-1.66%,426.3208,541.7647499999999,,
2023-01-17,414.02,411.73,418.16,411.23,12.34M,0.56%,426.211,540.5980999999999,,
2023-01-16,411.73,412.23,413.62,406.35,11.46M,0.36%,426.2868,539.4539,,
2023-01-13,410.23,411.73,415.07,406.74,10.45M,-0.18%,426.4842,538.28995,,
2023-12-01,410.98,419.01,419.21,408.79,12.48M,-1.42%,426.4882,537.12455,,
2023-11-01,416.91,414.47,418.71,412.28,22.22M,1.28%,426.522,535.98155,,
2023-10-01,411.63,398.77,416.46,398.77,54.02M,6.02%,426.3974,534.86725,,
2023-09-01,388.25,385.16,391.49,383.82,14.69M,1.95%,425.866,533.67965,,
2023-06-01,380.83,384.91,387.2,379.83,8.72M,-1.27%,425.25699999999995,532.4502,,
2023-05-01,385.71,386.71,387.55,381.32,10.44M,0.34%,424.7814,531.2459,,
2023-04-01,384.41,393.59,393.59,383.82,16.12M,-2.11%,424.1154,529.97255,,
2023-03-01,392.69,394.78,397.13,391.79,9.43M,-0.23%,423.68080000000003,528.8129,,
2023-02-01,393.59,391.29,394.78,389.8,10.50M,1.77%,423.351,527.6014,,
2022-12-30,386.76,389.8,390.99,385.81,9.20M,0.53%,422.77880000000005,526.3084,,
2022-12-29,384.71,387.8,388.8,381.87,15.63M,-1.38%,422.051,524.92615,,
2022-12-28,390.1,392.79,394.68,389.2,8.44M,-0.72%,421.1628,523.54295,,
2022-12-27,392.94,388.8,396.23,387.3,14.37M,2.43%,420.40420000000006,522.17545,,
2022-12-26,383.62,379.08,389.5,374.05,16.98M,1.70%,419.3176,520.82515,,
2022-12-23,377.19,388.8,388.8,375.84,19.90M,-4.08%,418.08639999999997,519.39035,,
2022-12-22,393.24,402.86,403.45,389.0,14.91M,-2.02%,417.4176,518.0313,,
2022-12-21,401.36,411.33,413.13,399.77,11.61M,-1.92%,417.06160000000006,516.86315,,
2022-12-20,409.24,416.71,416.71,406.74,12.34M,-1.79%,416.75260000000003,515.7491,,
2022-12-19,416.71,420.6,421.55,414.22,9.81M,-0.85%,416.6986,514.6896,,
2022-12-16,420.3,416.07,426.48,411.83,50.95M,1.18%,416.7714000000001,513.71385,,
2022-12-15,415.42,417.56,421.5,414.42,7.54M,-0.29%,416.55120000000005,512.6883,,
2022-12-14,416.61,419.26,420.05,416.07,6.31M,-0.14%,416.246,511.6829,,
2022-12-13,417.21,418.66,420.2,415.97,9.72M,1.05%,416.0276,510.7104,,
2022-12-12,412.88,410.73,415.62,406.74,8.01M,0.21%,415.58200000000005,509.6821,,
2022-09-12,412.03,418.01,419.65,408.29,9.92M,-0.93%,414.98979999999995,508.60095,,
2022-08-12,415.92,419.7,420.1,414.07,9.54M,-0.69%,414.5372,507.6195,,
2022-07-12,418.81,426.68,426.68,417.81,12.13M,-1.64%,414.1086,506.62235,,
2022-06-12,425.79,427.48,430.02,424.04,8.46M,-0.38%,413.7688,505.66184999999996,,
2022-05-12,427.43,434.16,436.15,426.48,12.86M,-1.53%,413.53340000000003,504.715,,
2022-02-12,434.06,437.65,439.79,433.66,8.35M,-0.65%,413.42080000000004,503.7926,,
2022-01-12,436.9,441.64,442.23,435.51,8.91M,-0.26%,413.26919999999996,502.8515,,
2022-11-30,438.05,433.66,439.64,431.97,14.73M,1.44%,413.32199999999995,501.85904999999997,,
2022-11-29,431.82,431.17,436.55,428.23,8.63M,-0.02%,413.18339999999995,500.82475000000005,,
2022-11-28,431.92,433.66,438.99,431.07,10.70M,0.01%,413.1396,499.82285,,
2022-11-25,431.87,423.69,433.81,422.7,18.76M,2.31%,412.9642,498.86879999999996,,
2022-11-24,422.1,423.19,423.94,419.41,6.77M,-0.15%,412.52459999999996,497.85945,,
2022-11-23,422.75,425.54,427.98,421.55,6.57M,-0.15%,412.11100000000005,496.87875,,
2022-11-22,423.39,419.7,425.09,419.21,6.41M,0.85%,411.6732,495.8312,,
2022-11-21,419.8,424.29,426.29,418.71,9.50M,-0.64%,411.055,494.8036,,
2022-11-18,422.5,422.7,425.14,419.86,9.85M,0.15%,410.6592,493.85105000000004,,
2022-11-17,421.85,420.7,426.23,418.31,15.62M,-1.95%,410.2116,492.91845,,
2022-11-16,430.22,435.61,436.85,428.28,8.21M,-1.28%,410.4608,492.0232,,
2022-11-15,435.8,433.56,437.15,432.77,10.70M,0.80%,410.7598,491.16655,,
2022-11-14,432.37,422.7,436.35,422.2,18.00M,2.41%,411.2644,490.2818,,
2022-11-11,422.2,418.71,424.19,413.42,19.30M,2.74%,411.67019999999997,489.3970499999999,,
2022-10-11,410.93,419.21,419.26,407.94,26.25M,-4.84%,411.8984,488.43325000000004,,
2022-09-11,431.82,437.85,439.84,430.67,14.47M,-0.43%,412.392,487.56595,,
2022-07-11,433.66,426.93,436.15,426.93,15.06M,2.27%,412.78479999999996,486.73150000000004,,
2022-04-11,424.04,416.91,424.69,415.62,12.28M,2.19%,413.031,485.8355,,
2022-03-11,414.97,418.11,422.0,413.23,10.99M,-1.40%,413.1258,484.865,,
2022-02-11,420.85,421.75,423.79,418.86,12.43M,0.19%,413.3232,483.9092,,
2022-01-11,420.05,413.62,421.1,411.53,17.32M,2.08%,413.3860000000001,482.918,,
2022-10-31,411.48,413.08,415.02,410.33,9.93M,0.70%,413.38300000000004,481.88245,,
2022-10-28,408.64,406.74,409.93,404.85,12.49M,0.54%,413.7908,480.8561,,
2022-10-27,406.45,407.29,410.43,402.76,14.61M,0.78%,414.30320000000006,479.82905,,
2022-10-25,403.31,403.11,409.24,401.96,17.98M,0.73%,414.6552,478.76135,,
2022-10-24,400.36,404.75,404.75,398.92,2.87M,0.89%,414.9742,477.73575000000005,,
2022-10-21,396.83,395.78,401.01,393.49,10.28M,-0.01%,415.057,476.6703,,
2022-10-20,396.88,395.78,398.67,391.89,10.75M,-0.24%,415.1228,475.57295,,
2022-10-19,397.82,404.95,405.7,396.08,8.65M,-1.29%,415.34399999999994,474.45885000000004,,
2022-10-18,403.01,399.77,405.45,399.47,14.22M,2.06%,415.71,473.44675,,
2022-10-17,394.88,392.79,397.67,391.29,9.54M,-0.04%,415.8056,472.38300000000004,,
2022-10-14,395.03,405.75,407.94,394.08,12.88M,-0.69%,415.8474,471.2926,,
2022-10-13,397.77,395.33,402.26,393.34,12.58M,0.62%,416.1304,470.1962,,
2022-12-10,395.33,393.34,396.98,389.9,14.29M,0.81%,416.4932,469.06919999999997,,
2022-11-10,392.14,395.78,398.27,390.1,14.64M,-0.66%,416.47119999999995,467.82155,,
2022-10-10,394.73,402.16,402.16,391.84,32.91M,-3.93%,416.3386,466.5836,,
2022-07-10,410.88,412.13,412.73,407.44,10.67M,-0.47%,416.3714,465.47125,,
2022-06-10,412.83,408.34,416.36,408.24,12.77M,1.52%,416.29380000000003,464.3268,,
2022-04-10,406.64,404.75,407.69,401.66,12.76M,2.58%,416.0206,463.16434999999996,,
2022-03-10,396.43,404.25,405.3,394.28,20.33M,-1.72%,415.6408,461.95910000000003,,
2022-09-30,403.36,396.78,406.99,391.29,20.95M,0.58%,415.3758,460.83935,,
2022-09-29,401.01,409.74,411.98,398.37,20.73M,0.79%,415.0518,459.72525,,
2022-09-28,397.87,393.68,405.35,391.64,18.11M,0.08%,414.75159999999994,458.61589999999995,,
2022-09-27,397.57,402.66,402.76,389.15,21.93M,0.33%,414.4624,457.5103,,
2022-09-26,396.28,414.72,416.61,391.94,33.23M,-6.05%,414.0696,456.44059999999996,,
2022-09-23,421.8,430.57,430.57,419.26,13.44M,-2.11%,414.12940000000003,455.4666,,
2022-09-22,430.87,423.69,433.26,421.25,13.60M,1.06%,414.231,454.50605,,
2022-09-21,426.33,432.61,434.66,424.19,10.83M,-1.52%,414.209,453.54400000000004,,
2022-09-20,432.91,429.27,441.99,429.27,17.56M,2.07%,414.186,452.61084999999997,,
2022-09-19,424.14,430.17,430.27,422.75,15.24M,-1.63%,413.93080000000003,451.5987,,
2022-09-16,431.17,444.63,445.03,427.78,20.99M,-3.30%,413.7932,450.67080000000004,,
2022-09-15,445.87,451.01,454.45,444.68,10.36M,-0.66%,414.0742000000001,449.81865,,
2022-09-14,448.82,446.22,453.3,445.63,10.36M,-1.44%,414.4122,449.06800000000004,,
2022-09-13,455.39,452.9,457.54,452.15,10.66M,1.29%,414.8826,448.41275,,
2022-12-09,449.61,446.32,451.61,445.63,8.96M,1.14%,415.4328,447.71265,,
2022-09-09,444.53,446.12,448.27,439.24,14.29M,0.84%,415.86839999999995,446.9904,,
2022-08-09,440.84,451.06,451.16,438.65,19.34M,-0.82%,416.2174,446.226,,
2022-07-09,444.48,451.81,455.1,442.29,20.76M,-2.60%,416.711,445.5242,,
2022-06-09,456.34,461.28,462.27,455.2,9.81M,-0.27%,417.38779999999997,444.9492000000001,,
2022-05-09,457.59,458.34,462.52,455.59,9.38M,-0.60%,418.1026,444.40665,,
2022-02-09,460.33,469.4,470.35,458.73,10.81M,-1.10%,418.70480000000003,443.91865000000007,,
2022-01-09,465.46,461.08,472.94,460.73,13.39M,-0.89%,419.298,443.40794999999997,,
2022-08-30,469.65,457.24,470.95,455.69,14.42M,3.92%,420.0435999999999,442.85815,,
2022-08-29,451.95,449.61,455.49,448.77,11.65M,-2.52%,420.6386,442.21060000000006,,
2022-08-26,463.62,463.57,469.0,462.52,11.25M,1.27%,421.6924000000001,441.70714999999996,,
2022-08-25,457.79,464.57,467.36,455.99,11.26M,-0.86%,422.2118,441.15585000000004,,
2022-08-24,461.77,457.59,463.47,456.29,12.21M,0.60%,422.774,440.6312,,
2022-08-23,459.03,447.62,460.68,446.22,17.78M,1.29%,423.47380000000004,440.0836,,
2022-08-22,453.2,467.06,467.51,451.16,15.05M,-3.48%,424.23839999999996,439.5472500000001,,
2022-08-19,469.55,485.25,486.6,466.66,16.64M,-2.85%,425.21240000000006,439.08295,,
2022-08-18,483.31,482.51,485.3,477.78,12.07M,-0.12%,426.47759999999994,438.69665000000003,,
2022-08-17,483.91,489.39,492.88,482.71,15.95M,-0.91%,427.92619999999994,438.32629999999995,,
2022-08-16,488.34,478.13,489.89,476.73,16.80M,2.58%,429.5202,437.93700000000007,,
2022-12-08,476.08,474.29,479.97,468.55,13.48M,0.19%,430.9128,437.5471999999999,,
2022-11-08,475.18,481.07,483.51,474.14,12.78M,0.23%,432.35020000000003,437.20025000000004,,
2022-10-08,474.09,468.55,475.73,461.92,13.36M,1.56%,433.82480000000004,436.89945,,
2022-08-08,466.81,464.57,470.45,463.02,10.56M,0.64%,435.22439999999995,436.56575,,
2022-05-08,463.82,467.46,471.45,462.57,11.92M,-0.78%,436.5632,436.26145,,
2022-04-08,467.46,471.7,472.49,455.05,18.54M,0.24%,437.95599999999996,436.0127499999999,,
2022-03-08,466.36,473.54,474.79,458.19,19.13M,-1.77%,439.22299999999996,435.7453,,
2022-02-08,474.79,477.43,478.42,467.81,19.07M,-0.62%,440.8212,435.535,,
2022-01-08,477.73,450.56,479.52,449.66,43.08M,6.58%,442.4752,435.3573,,
2022-07-29,448.22,443.78,451.31,443.78,16.00M,1.66%,443.4842,435.0054,,
2022-07-28,440.89,438.9,447.87,426.08,36.38M,-0.41%,444.3954,434.57550000000003,,
2022-07-27,442.68,439.79,443.63,434.76,10.08M,0.66%,445.4062,434.18444999999997,,
2022-07-26,439.79,447.32,447.32,438.4,11.56M,-1.87%,446.3074,433.76669999999996,,
2022-07-25,448.17,454.6,456.19,444.93,12.51M,-1.18%,447.0532,433.4731,,
2022-07-22,453.5,455.2,458.54,450.91,10.34M,0.01%,447.86659999999995,433.17105,,
2022-07-21,453.45,451.56,454.1,448.71,10.93M,0.31%,448.8028,432.84055,,
2022-07-20,452.05,452.95,459.33,450.36,17.15M,0.98%,449.91519999999997,432.4547,,
2022-07-19,447.67,445.38,450.46,443.08,11.55M,-0.41%,450.8014,432.12125,,
2022-07-18,449.51,442.58,452.4,441.84,21.19M,2.43%,451.77139999999997,431.81865000000005,,
2022-07-15,438.85,429.33,440.39,428.38,15.77M,2.84%,452.59100000000007,431.47324999999995,,
2022-07-14,426.73,426.68,429.92,422.0,10.74M,0.22%,453.17420000000004,431.0964,,
2022-07-13,425.79,431.37,434.51,424.34,10.18M,-0.80%,453.76439999999997,430.73055,,
2022-12-07,429.23,431.67,433.66,426.83,9.52M,-1.49%,453.913,430.49854999999997,516.4833424657535,
2022-11-07,435.71,436.7,439.84,432.12,12.62M,-1.02%,454.00980000000004,430.2805,515.5176986301369,
2022-08-07,440.19,434.91,442.48,427.98,23.73M,2.48%,454.287,430.0704,514.5934246575342,
2022-07-07,429.52,418.61,431.62,418.01,17.62M,3.48%,454.2192,429.82415000000003,513.7110684931507,
2022-06-07,415.07,412.73,416.02,409.39,12.20M,1.06%,454.0378,429.48220000000003,512.8246301369862,
2022-05-07,410.73,413.72,417.51,408.94,16.77M,0.87%,453.629,429.13525000000004,511.98460273972603,
2022-04-07,407.19,410.28,413.62,403.75,11.53M,-1.03%,452.85540000000003,428.78754999999995,511.12082191780814,
2022-01-07,411.43,409.39,413.33,401.06,14.73M,-0.09%,452.10760000000005,428.48425,510.3119452054795,
2022-06-30,411.8,418.3,424.0,410.0,20.12M,-1.24%,451.23580000000004,428.17455,509.51391780821916,
2022-06-29,416.95,412.05,419.9,411.55,13.10M,-0.04%,450.5826,427.91055,508.66526027397265,
2022-06-28,417.1,411.3,418.2,409.15,13.24M,0.63%,450.034,427.61940000000004,507.81197260273973,
2022-06-27,414.5,417.55,419.45,412.35,12.02M,1.27%,449.5072,427.3521,506.9471780821917,
2022-06-24,409.3,410.0,412.85,406.15,14.81M,0.52%,448.8036,427.04085,506.1026849315069,
2022-06-23,407.2,396.3,409.9,394.55,26.51M,3.59%,447.8208,426.72335,505.25095890410955,
2022-06-22,393.1,396.4,397.0,390.5,12.43M,-1.13%,446.531,426.34855000000005,504.37397260273974,
2022-06-21,397.6,389.0,399.0,387.0,14.74M,3.89%,445.27639999999997,426.01619999999997,503.49457534246574,
2022-06-20,382.7,390.55,392.95,376.65,17.05M,-1.61%,443.62120000000004,425.64324999999997,502.5914246575342,
2022-06-17,388.95,387.95,394.45,382.65,24.82M,-1.02%,442.0072,425.28860000000003,501.6851780821918,
2022-06-16,392.95,420.0,420.9,390.1,22.26M,-5.11%,440.8272,425.07185000000004,500.7885205479452,
2022-06-15,414.1,410.0,416.4,407.45,15.19M,2.21%,439.8368,425.01615,499.9866849315069,
2022-06-14,405.15,403.0,411.85,397.7,19.63M,-0.38%,438.784,424.92715000000004,499.1694794520548,
2022-06-13,406.7,414.9,418.15,405.6,17.44M,-4.99%,437.68260000000004,424.8631,498.3569315068493,
