Date,Price,Open,High,Low,Vol.,Change %,50_days_MA,200_days_MA,365_days_MA,500_days_MA
2022-10-06,428.05,423.0,428.85,422.0,11.91M,-0.11%,437.06299999999993,424.96365000000003,497.60027397260274,
2022-09-06,428.5,431.9,435.65,426.1,13.04M,-1.64%,436.569,425.10435000000007,496.828602739726,
2022-08-06,435.65,438.7,440.4,432.0,12.84M,-0.05%,435.8910000000001,425.22869999999995,496.11709589041095,
2022-07-06,435.85,432.5,438.2,429.1,11.15M,0.81%,434.9418,425.33185000000003,495.4711232876712,
2022-06-06,432.35,427.9,433.95,424.6,11.90M,0.10%,433.91060000000004,425.4043,494.798493150685,
2022-03-06,431.9,444.9,445.05,430.5,12.78M,-1.65%,432.7818,425.4897,494.1212328767123,
2022-02-06,439.15,445.0,445.6,435.65,12.74M,-1.23%,432.0432,425.62905,493.4624657534246,
2022-01-06,444.6,445.1,446.0,439.6,11.93M,0.24%,431.43159999999995,425.8046,492.8388219178083,
2022-05-31,443.55,443.95,449.5,440.4,22.31M,0.26%,430.82079999999996,425.9338,492.19252054794515,
2022-05-30,442.4,437.0,445.2,436.0,18.50M,2.98%,430.3326,426.07370000000003,491.54619178082186,
2022-05-27,429.6,426.05,433.25,425.2,16.87M,2.13%,429.6482,426.17130000000003,490.8889863013698,
2022-05-26,420.65,422.0,422.65,405.0,17.71M,0.88%,428.71200000000005,426.19769999999994,490.2572328767123,
2022-05-25,417.0,428.45,429.0,413.45,13.54M,-2.06%,427.7248,426.1772,489.6091506849315,
2022-05-24,425.75,423.9,427.5,416.0,14.53M,1.02%,426.744,426.13340000000005,488.99736986301366,
2022-05-23,421.45,421.65,431.15,419.55,16.35M,0.83%,425.61840000000007,426.0863,488.3784657534246,
2022-05-20,418.0,410.0,421.4,410.0,23.50M,4.85%,425.014,425.98654999999997,487.76868493150687,
2022-05-19,398.65,400.0,406.8,396.2,17.71M,-3.97%,424.1692,425.78605000000005,487.0991780821917,
2022-05-18,415.15,424.0,427.35,414.05,20.49M,-2.12%,423.6186,425.7284,486.4720273972602,
2022-05-17,424.15,408.4,425.65,405.0,24.65M,4.64%,423.30580000000003,425.75335,485.8655616438357,
2022-05-16,405.35,411.9,411.9,396.25,24.94M,0.26%,422.4494,425.65665,485.23778082191774,
2022-05-13,404.3,387.0,419.35,387.0,71.43M,8.60%,421.4654,425.5811,484.63101369863017,
2022-12-05,372.3,382.0,384.65,366.2,33.51M,-4.08%,419.8424,425.3593,483.9339726027397,
2022-11-05,388.15,396.0,397.0,377.55,29.22M,-0.92%,418.56440000000003,425.16790000000003,483.2807671232876,
2022-10-05,391.75,400.0,408.5,389.6,16.54M,-3.02%,417.44599999999997,424.9673,482.6031506849315,
2022-09-05,403.95,407.15,407.4,395.0,18.08M,-1.13%,416.5348,424.8464,481.99857534246576,
2022-06-05,408.55,418.85,420.2,407.0,25.14M,-4.16%,415.92879999999997,424.71335,481.3757260273972,
2022-05-05,426.3,429.0,434.0,423.7,12.24M,0.66%,415.92019999999997,424.63665000000003,480.77556164383566,
2022-04-05,423.5,437.95,440.6,420.7,14.93M,-2.16%,415.87440000000004,424.5614,480.12443835616443,
2022-02-05,432.85,437.95,442.95,428.5,18.95M,-1.09%,415.9468,424.52445,479.4836438356164,
2022-04-29,437.6,440.2,447.75,436.0,21.99M,0.36%,415.9846,424.49855,478.8566849315068,
2022-04-28,436.05,434.8,439.2,430.8,13.88M,1.35%,415.9018,424.4828,478.2604383561644,
2022-04-27,430.25,429.25,432.95,425.1,13.70M,-1.07%,415.9164,424.4356,477.61961643835616,
2022-04-26,434.9,433.9,437.45,431.6,13.58M,2.29%,416.31300000000005,424.3877,476.9890684931507,
2022-04-25,425.15,432.75,436.0,423.15,14.73M,-3.12%,416.6014,424.3364000000001,476.4141643835616,
2022-04-22,438.85,442.05,447.25,438.0,14.36M,-2.05%,417.2346,424.33689999999996,475.8848493150685,
2022-04-21,448.05,444.5,449.35,441.05,14.12M,1.70%,417.967,424.4066,475.39016438356157,
2022-04-20,440.55,431.0,441.7,428.25,19.64M,3.67%,418.542,424.40614999999997,474.9109863013699,
2022-04-19,424.95,436.75,440.25,417.0,12.67M,-2.04%,418.702,424.31050000000005,474.3751506849315,
2022-04-18,433.8,430.0,436.35,423.65,15.30M,0.64%,419.036,424.26235,473.87134246575346,
2022-04-13,431.05,441.8,442.85,430.1,16.82M,-1.65%,419.36699999999996,424.19120000000004,473.3763835616438,
2022-12-04,438.3,450.8,450.8,435.0,22.70M,-3.04%,419.94700000000006,424.12915,472.88257534246577,
2022-11-04,452.05,457.0,458.9,451.0,14.34M,0.00%,420.844,424.17795,472.39980821917806,
2022-08-04,452.05,450.0,456.25,449.7,16.32M,0.57%,422.023,424.21705000000003,471.9610136986301,
2022-07-04,449.5,456.5,459.1,448.5,19.95M,-1.46%,423.061,424.37575,471.4987123287671,
2022-06-04,456.15,455.9,462.7,452.6,24.97M,-0.41%,424.53,424.55224999999996,471.0555890410959,
2022-05-04,458.05,450.0,461.9,448.3,28.53M,2.53%,425.91200000000003,424.8068,470.6206575342466,
2022-04-04,446.75,444.4,449.5,441.3,18.66M,1.27%,426.98800000000006,425.031,470.15,
2022-01-04,441.15,434.0,442.25,430.85,19.38M,1.71%,427.52899999999994,425.23915,469.64597260273973,
2022-03-31,433.75,436.0,438.3,432.6,14.25M,-0.44%,428.101,425.3722,469.0903835616438,
2022-03-30,435.65,438.45,442.5,434.25,18.15M,0.45%,428.68,425.48035000000004,468.53413698630135,
2022-03-29,433.7,436.0,439.35,431.4,18.71M,0.23%,428.793,425.5902,467.99002739726023,
2022-03-28,432.7,432.0,434.95,426.5,16.76M,0.14%,428.87700000000007,425.70255,467.46953424657534,
2022-03-25,432.1,437.0,437.0,427.65,15.10M,-0.25%,428.806,425.80815,466.9438630136986,
2022-03-24,433.2,430.0,435.4,427.55,17.11M,-0.60%,428.75300000000004,425.8896,466.4351232876713,
2022-03-23,435.8,443.5,447.0,434.6,25.47M,-1.03%,428.82199999999995,426.01045,465.89512328767114,
2022-03-22,440.35,428.1,441.45,421.2,30.44M,2.90%,428.991,426.27095,465.38835616438354,
2022-03-21,427.95,435.5,436.3,427.1,18.27M,-1.35%,428.767,426.50655,464.88134246575345,
2022-03-17,433.8,432.0,435.7,429.55,26.70M,2.09%,428.551,426.74700000000007,464.40306849315067,
2022-03-16,424.9,427.05,428.55,420.7,27.19M,2.72%,428.17800000000005,426.94945,463.89794520547946,
2022-03-15,413.65,409.85,424.2,408.0,47.71M,0.47%,427.603,427.05424999999997,463.3678630136987,
2022-03-14,411.7,418.75,419.0,404.0,40.72M,-1.54%,427.245,427.14480000000003,462.8264383561644,
2022-11-03,418.15,413.6,421.15,407.4,51.51M,-0.35%,427.195,427.30175,462.33054794520547,
2022-10-03,419.6,427.0,434.95,414.0,59.78M,3.38%,427.24699999999996,427.4762,461.8261917808219,
2022-09-03,405.9,394.95,409.25,389.5,48.38M,3.61%,426.85,427.55519999999996,461.2799452054794,
2022-08-03,391.75,390.5,395.45,376.35,55.54M,-0.57%,426.256,427.54925000000003,460.70789041095884,
2022-07-03,394.0,401.75,401.75,387.5,44.84M,-5.57%,425.776,427.60114999999996,460.13463013698623,
2022-04-03,417.25,431.85,431.85,414.75,38.77M,-4.54%,426.148,427.80145,459.6090958904109,
2022-03-03,437.1,458.5,458.5,435.0,29.60M,-2.35%,426.587,428.02075,459.1298904109589,
2022-02-03,447.6,452.95,454.25,444.55,25.79M,-1.42%,427.056,428.25195,458.66224657534246,
2022-02-28,454.05,445.0,457.35,440.45,34.48M,-1.24%,428.03,428.476,458.2114520547945,
2022-02-25,459.75,444.85,465.7,441.6,48.88M,7.43%,429.139,428.69120000000004,457.7890958904109,
2022-02-24,427.95,455.95,461.55,405.45,57.27M,-10.28%,430.25200000000007,428.72945,457.2852328767123,
2022-02-23,477.0,481.75,485.4,475.3,17.70M,-0.26%,432.029,429.03735,456.90208219178083,
2022-02-22,478.25,480.55,486.3,471.45,27.96M,-3.28%,433.759,429.34555,456.55350684931506,
2022-02-21,494.45,490.15,500.4,486.1,22.59M,0.26%,435.569,429.73175,456.2371506849315,
2022-02-18,493.15,498.0,502.65,491.5,15.48M,-1.36%,437.26099999999997,430.13310000000007,455.8996164383562,
2022-02-17,499.95,505.9,511.5,498.3,27.94M,0.30%,438.73400000000004,430.57269999999994,455.56895890410954,
2022-02-16,498.45,504.0,507.9,496.6,20.18M,-1.10%,440.233,430.98535,455.27586301369865,
2022-02-15,504.0,476.15,505.5,467.3,30.62M,6.90%,441.656,431.4113,454.99194520547945,
2022-02-14,471.45,487.0,488.5,468.8,22.16M,-5.49%,442.333,431.6396,454.6038356164384,
2022-11-02,498.85,503.25,507.0,497.0,13.53M,-1.69%,443.589,431.9967,454.28,
2022-10-02,507.45,506.7,510.5,504.2,14.54M,1.24%,445.13300000000004,432.36365,453.9696438356164,
2022-09-02,501.25,496.5,503.7,494.7,12.43M,1.73%,446.46,432.6854,453.58493150684933,
2022-08-02,492.75,498.0,498.5,479.15,23.38M,-0.37%,447.81200000000007,432.95889999999997,453.1751506849315,
2022-07-02,494.6,502.9,504.35,492.5,13.39M,-1.20%,448.92699999999996,433.27279999999996,452.7950136986301,
2022-04-02,500.6,503.8,507.8,499.0,12.66M,-0.77%,449.978,433.61619999999994,452.4083835616438,
2022-03-02,504.5,509.1,514.3,502.85,15.25M,-0.38%,451.25700000000006,433.97934999999995,452.0395342465754,
2022-02-02,506.4,508.6,514.45,505.15,14.31M,0.42%,452.88599999999997,434.40085,451.68041095890413,
2022-01-02,504.3,508.0,514.75,493.0,48.03M,-2.60%,454.296,434.8086,451.34339726027395,
2022-01-31,517.75,505.0,520.0,498.2,27.31M,4.11%,456.03,435.2804,451.0527671232876,
2022-01-28,497.3,500.5,509.35,495.3,21.78M,0.59%,457.21,435.6678999999999,450.7173150684932,
2022-01-27,494.4,480.75,502.7,476.6,26.68M,0.78%,458.05699999999996,436.0274,450.37679452054795,
2022-01-25,490.55,473.8,492.5,467.65,22.57M,2.53%,458.827,436.37090000000006,450.04893150684927,
2022-01-24,478.45,499.7,504.3,473.35,25.23M,-4.66%,459.406,436.61205,449.67043835616437,
2022-01-21,501.85,510.4,513.85,494.25,17.95M,-2.69%,460.32,436.94229999999993,449.3385753424658,
2022-01-20,515.7,519.95,523.2,512.0,18.36M,-0.99%,461.47299999999996,437.35895000000005,449.0562739726027,
2022-01-19,520.85,510.0,522.2,504.8,21.80M,1.97%,462.955,437.85220000000004,448.7858904109589,
2022-01-18,510.8,527.9,528.5,507.15,19.35M,-2.70%,464.348,438.35155,448.4687123287671,
2022-01-17,525.0,514.8,526.9,512.0,27.94M,2.96%,466.173,438.81745,448.2173424657534,
2022-01-14,509.9,509.0,515.4,505.65,12.66M,-0.40%,467.658,439.19865,447.9258356164384,
2022-01-13,511.95,504.0,513.8,494.8,27.57M,0.93%,469.22299999999996,439.6382,447.6874794520548,
2022-12-01,507.25,505.85,511.85,503.5,16.26M,1.19%,470.71399999999994,440.09960000000007,447.47052054794517,
2022-11-01,501.3,503.0,507.9,498.15,16.27M,-0.48%,472.098,440.50185,447.2285205479452,
2022-10-01,503.7,493.1,504.9,491.3,25.19M,2.67%,473.508,440.92010000000005,446.9948767123288,
2022-07-01,490.6,490.05,495.5,483.75,15.53M,0.36%,474.60400000000004,441.3157,446.7123561643836,
2022-06-01,488.85,481.5,492.95,477.1,16.56M,-0.18%,475.574,441.71675000000005,446.44936986301366,
2022-05-01,489.75,486.95,492.75,483.55,15.42M,0.03%,476.81,442.13325000000003,446.22583561643836,
2022-04-01,489.6,496.8,499.0,484.05,24.10M,-1.61%,477.92600000000004,442.56469999999996,446.0162465753425,
2022-03-01,497.6,493.5,500.85,492.0,32.75M,3.15%,479.38,443.05089999999996,445.8509589041095,
2021-12-31,482.4,472.7,483.6,471.85,15.54M,2.55%,480.755,443.47875,445.6175342465754,
2021-12-30,470.4,472.55,476.4,468.6,11.92M,-1.18%,481.92900000000003,443.84635000000003,445.3183287671233,
2021-12-29,476.0,478.75,481.6,474.25,10.26M,-0.87%,483.086,444.23724999999996,445.029397260274,
2021-12-28,480.2,475.2,482.8,472.65,22.86M,1.92%,484.298,444.6232,444.79895890410955,
2021-12-27,471.15,465.7,472.45,460.1,12.56M,0.76%,485.603,445.00454999999994,444.5334794520548,497.60402
2021-12-24,467.6,474.9,474.9,460.0,15.49M,-1.01%,487.12,445.3674,444.2619726027397,496.9628799999999
2021-12-23,472.35,476.0,478.0,470.95,12.12M,0.39%,488.68699999999995,445.74030000000005,443.99841095890406,496.35247999999996
2021-12-22,470.5,458.15,472.15,458.15,22.73M,3.73%,489.75199999999995,446.11615000000006,443.7519178082191,495.79032
2021-12-21,453.6,452.1,460.9,449.85,18.84M,1.47%,490.08200000000005,446.42345,443.45380821917803,495.22027999999995
2021-12-20,447.05,459.9,460.0,440.0,33.01M,-4.92%,490.07099999999997,446.68505,443.1427945205479,494.67969999999997
2021-12-17,470.2,488.0,488.85,468.2,27.34M,-4.42%,490.394,446.98165,442.902301369863,494.17515999999995
2021-12-16,491.95,495.0,496.5,487.4,13.58M,0.06%,491.038,447.37725,442.69887671232874,493.74572
2021-12-15,491.65,487.8,497.7,487.25,16.26M,0.46%,492.31199999999995,447.80230000000006,442.5279452054795,493.32286
2021-12-14,489.4,491.95,491.95,483.3,17.72M,-1.20%,492.56,448.26714999999996,442.37679452054795,492.84824
2021-12-13,495.35,499.45,506.4,494.2,21.92M,0.18%,492.902,448.7271,442.2702191780822,492.38184
2021-10-12,494.45,487.75,496.8,486.55,14.57M,0.10%,492.902,449.1943,442.16309589041094,491.91043999999994
2021-09-12,493.95,498.0,498.5,489.55,16.95M,0.01%,492.918,449.67470000000003,442.078904109589,491.46326
2021-08-12,493.9,484.5,495.95,483.5,20.58M,2.51%,492.79699999999997,450.15635000000003,442.0150684931507,491.01489999999995
2021-07-12,481.8,476.85,484.9,471.0,21.28M,3.12%,492.464,450.58394999999996,441.9108219178083,490.55210000000005
2021-06-12,467.2,480.1,480.9,466.0,17.47M,-2.69%,491.72799999999995,450.81095,441.7747945205479,490.04934
2021-03-12,480.1,480.0,484.7,477.3,20.95M,0.21%,491.901,451.0571,441.6839178082192,489.58484
2021-02-12,479.1,479.4,480.45,471.7,21.01M,0.81%,491.506,451.32095000000004,441.575698630137,489.10358
2021-01-12,475.25,467.85,478.4,463.55,28.26M,3.63%,490.86199999999997,451.53265,441.43427397260274,488.61361999999997
2021-11-30,458.6,466.55,478.0,455.65,35.47M,-0.62%,490.009,451.70494999999994,441.26361643835617,488.11728000000005
2021-11-29,461.45,457.0,470.75,443.1,42.82M,0.27%,489.383,451.85635,441.0940547945205,487.63332
2021-11-26,460.2,486.0,486.75,458.0,51.79M,-6.61%,488.695,451.92800000000005,440.9661369863014,487.14716000000004
2021-11-25,492.75,490.8,495.15,486.5,15.34M,0.84%,488.53799999999995,452.14765,440.90816438356165,486.7242
2021-11-24,488.65,499.0,501.8,485.3,20.92M,-1.38%,488.221,452.31395,440.82350684931504,486.28118
2021-11-23,495.5,484.4,499.35,477.0,27.55M,1.93%,488.00300000000004,452.54339999999996,440.7311232876712,485.88147999999995
2021-11-22,486.1,512.25,512.25,478.4,40.04M,-4.63%,487.639,452.75125,440.653698630137,485.51042
2021-11-18,509.7,531.45,534.2,501.3,47.20M,-3.86%,487.478,453.09555,440.6527945205479,485.17409999999995
2021-11-17,530.15,520.25,536.7,520.25,48.46M,2.14%,488.135,453.52389999999997,440.7136712328768,484.87620000000004
2021-11-16,519.05,506.9,526.85,506.2,55.90M,2.69%,488.62800000000004,453.83744999999993,440.7601095890411,484.5551
2021-11-15,505.45,506.25,514.9,504.5,18.02M,-0.32%,488.92600000000004,454.07674999999995,440.77789041095895,484.22154000000006
2021-12-11,507.05,506.95,509.55,497.35,20.73M,0.72%,489.49800000000005,454.31034999999997,440.86397260273975,483.87674
2021-11-11,503.45,510.0,519.0,501.0,29.26M,-1.43%,489.53,454.5003,440.93008219178085,483.52702
2021-10-11,510.75,506.25,515.95,500.2,26.62M,0.22%,489.43100000000004,454.70579999999995,441.0082739726028,483.20956
2021-09-11,509.65,505.0,520.65,503.5,50.46M,1.65%,489.207,454.9943,441.09287671232875,482.92638
2021-08-11,501.4,493.9,504.85,490.25,31.74M,2.39%,489.019,455.1832,441.1420273972603,482.62208000000004
2021-04-11,489.7,489.8,493.55,488.0,5.53M,0.99%,488.31300000000005,455.34274999999997,441.1682739726028,482.30338
2021-03-11,484.9,483.8,495.0,481.6,22.95M,-0.60%,487.81299999999993,455.45840000000004,441.19065753424655,481.97848
2021-02-11,487.85,506.5,510.0,486.5,51.58M,0.44%,487.3310000000001,455.6025,441.2338356164384,481.67304
2021-01-11,485.7,486.45,489.7,469.8,34.32M,0.41%,486.9,455.765,441.266602739726,481.35839999999996
2021-10-29,483.7,482.0,491.6,467.7,31.05M,0.55%,486.54799999999994,455.83575,441.3048219178082,481.03767999999997
2021-10-28,481.05,493.9,493.9,478.55,25.18M,-3.38%,486.095,455.82445,441.32049315068485,480.70876
2021-10-27,497.9,505.75,506.55,496.0,30.36M,-2.11%,486.241,455.8944,441.4025205479452,480.43557999999996
2021-10-26,508.65,483.5,510.0,483.25,58.03M,5.99%,486.63699999999994,455.99594999999994,441.5041643835617,480.20134
2021-10-25,479.9,493.9,496.0,473.25,33.11M,-2.24%,486.44,456.01505000000003,441.5293698630137,479.90770000000003
2021-10-22,490.9,509.9,510.7,487.4,42.74M,-3.37%,486.466,456.09364999999997,441.5919452054794,479.63635999999997
2021-10-21,508.0,491.75,510.4,485.75,52.61M,4.33%,486.67400000000004,456.2632,441.712301369863,479.37420000000003
2021-10-20,486.9,481.8,497.0,471.25,55.44M,1.04%,486.76399999999995,456.36365000000006,441.7934246575343,479.09876
2021-10-19,481.9,512.45,517.4,476.05,57.43M,-5.44%,486.994,456.45405,441.8537534246575,478.79078
2021-10-18,509.6,507.0,525.0,503.6,72.32M,2.41%,487.666,456.6647500000001,442.0545753424657,478.51926000000003
2021-10-14,497.6,530.0,530.0,492.0,103.63M,-1.83%,488.014,456.82095000000004,442.2528219178082,478.19214
2021-10-13,506.9,462.9,523.85,462.9,197.95M,20.45%,488.7289999999999,456.98150000000004,442.48282191780817,477.87246
2021-12-10,420.85,423.0,435.7,413.6,97.35M,1.23%,487.79400000000004,456.6971,442.48649315068496,477.38127999999995
2021-11-10,415.75,390.15,420.9,388.0,113.41M,8.57%,486.66200000000003,456.53475,442.5078904109589,476.90542
2021-08-10,382.95,385.9,397.55,380.0,93.73M,1.71%,484.911,456.24505,442.4601917808219,476.34302
2021-07-10,376.5,341.1,383.0,339.25,163.24M,12.04%,483.3689999999999,455.91415,442.36627397260276,475.76592000000005
2021-06-10,336.05,347.0,348.7,335.0,25.27M,-2.58%,481.149,455.39545,442.14936986301365,475.16803999999996
2021-05-10,344.95,340.45,351.5,338.85,31.86M,0.86%,478.64399999999995,454.87935,441.9496164383562,474.59384
2021-04-10,342.0,336.8,343.25,335.15,29.55M,2.61%,475.6449999999999,454.32185,441.75010958904113,474.02062
2021-01-10,333.3,332.65,337.3,325.7,29.88M,-0.02%,472.478,453.7211,441.53646575342464,473.45632
2021-09-30,333.35,331.25,337.9,329.1,30.27M,0.94%,469.35699999999997,453.12760000000003,441.3278630136987,472.88196000000005
2021-09-29,330.25,325.0,333.0,324.0,19.74M,0.29%,466.055,452.5405,441.08824657534245,472.30708000000004
2021-09-28,329.3,334.0,336.0,324.5,28.50M,-0.71%,462.75199999999995,451.93945,440.8550410958904,471.74226
2021-09-27,331.65,323.15,333.6,323.15,56.31M,4.31%,459.506,451.40345,440.64016438356157,471.16848
2021-09-24,317.95,325.1,326.95,316.05,28.90M,-1.10%,455.987,450.85955,440.37326027397256,470.54786
2021-09-23,321.5,313.2,324.0,313.2,52.70M,3.68%,452.781,450.3381,440.1003835616438,469.96644
2021-09-22,310.1,303.15,313.8,303.0,29.55M,2.70%,449.639,449.74245,439.75953424657536,469.35016
2021-09-21,301.95,298.6,302.7,293.1,19.44M,1.00%,446.07599999999996,449.07365,439.4063287671233,468.71828
2021-09-20,298.95,304.9,310.25,297.3,19.63M,-3.13%,442.473,448.36744999999996,439.02550684931504,468.08258
2021-09-17,308.6,312.0,315.35,306.0,24.97M,-0.98%,439.14,447.76285,438.66893150684933,467.4627
2021-09-16,311.65,313.4,315.0,307.65,26.25M,-0.10%,436.20099999999996,447.24575,438.35378082191784,466.83576
2021-09-15,311.95,306.1,313.0,306.1,26.81M,1.91%,433.211,446.75185,438.06005479452057,466.18658
2021-09-14,306.1,302.25,307.2,302.2,23.23M,1.63%,430.129,446.2464,437.73515068493145,465.52142
2021-09-13,301.2,299.0,302.0,295.5,16.34M,0.75%,426.298,445.69525,437.41128767123286,464.85922
2021-09-09,298.95,294.0,303.5,293.55,34.02M,1.25%,422.50399999999996,445.131,437.08879452054794,464.21176
2021-08-09,295.25,293.5,298.8,291.6,14.92M,0.22%,418.49899999999997,444.5225,436.729397260274,463.55432
2021-07-09,294.6,297.35,297.8,290.9,14.33M,-0.96%,414.66900000000004,443.91,436.35331506849315,462.90574
2021-06-09,297.45,297.5,298.95,296.0,16.62M,0.64%,410.42400000000004,443.32475,435.99528767123286,462.23483999999996
2021-03-09,295.55,292.5,296.45,292.0,16.59M,0.82%,405.73199999999997,442.756,435.6127945205479,461.57529999999997
2021-02-09,293.15,295.25,296.3,291.7,14.91M,-0.71%,401.21399999999994,442.18575,435.2059726027398,460.93558
2021-01-09,295.25,289.0,297.4,287.3,33.10M,2.77%,397.00999999999993,441.69649999999996,434.8133698630137,460.30934
2021-08-31,287.3,291.75,291.95,286.1,36.95M,-1.59%,392.615,441.145,434.39435616438357,459.66540000000003
2021-08-30,291.95,290.1,293.5,289.9,17.22M,2.17%,388.38499999999993,440.69125,433.98112328767127,459.03504000000004
2021-08-27,285.75,282.9,286.8,281.7,13.48M,0.51%,383.88499999999993,440.17524999999995,433.5607123287671,458.3879
2021-08-26,284.3,284.85,287.35,281.65,17.86M,-0.04%,379.37800000000004,439.63199999999995,433.13498630136985,457.7582
2021-08-25,284.4,282.8,289.2,282.45,31.54M,1.64%,375.03799999999995,438.98350000000005,432.6964109589041,457.11962
2021-08-24,279.8,278.5,281.5,268.45,37.59M,1.03%,370.8399999999999,438.35675,432.2700821917809,456.46866000000006
2021-08-23,276.95,287.2,288.3,275.0,24.50M,-2.17%,366.681,437.708,431.82679452054794,455.82145999999995
2021-08-20,283.1,289.5,290.7,281.0,32.58M,-3.49%,362.586,436.98325,431.41306849315066,455.18118
2021-08-18,293.35,296.9,297.75,292.6,18.00M,-1.46%,358.73900000000003,436.3075,431.00953424657536,454.54974
2021-08-17,297.7,302.8,302.8,292.8,25.54M,-1.98%,355.019,435.61775,430.60849315068486,453.92112
2021-08-16,303.7,305.95,307.85,303.05,14.35M,-1.16%,351.47200000000004,434.957,430.2256712328767,453.29194
2021-08-13,307.25,308.8,311.5,303.05,34.92M,0.41%,347.659,434.3315,429.84750684931504,452.66926
2021-12-08,306.0,297.3,307.4,297.3,33.65M,3.57%,343.60600000000005,433.702,429.45104109589045,452.05344
2021-11-08,295.45,295.3,297.8,286.45,20.80M,0.42%,339.917,432.9835,429.0487397260274,451.42062
2021-10-08,294.2,297.9,300.2,291.0,15.17M,-1.31%,335.98299999999995,432.23150000000004,428.6376986301369,450.77532
2021-09-08,298.1,300.75,304.2,296.05,16.99M,-0.65%,331.785,431.50424999999996,428.30986301369865,450.16056
2021-06-08,300.05,300.05,303.4,297.65,16.00M,0.12%,328.04799999999994,430.7925,427.978904109589,449.54081999999994
2021-05-08,299.7,295.5,300.9,292.75,20.70M,0.52%,324.404,430.143,427.68454794520545,448.90752000000003
2021-04-08,298.15,304.75,306.45,297.2,26.19M,-1.83%,320.175,429.5305,427.40027397260275,448.26254
2021-03-08,303.7,298.5,304.5,297.7,31.06M,2.31%,316.297,428.964,427.13775342465755,447.65908
2021-02-08,296.85,299.15,299.4,295.6,19.27M,0.99%,312.096,428.31949999999995,426.83558904109594,447.03752000000003
2021-07-30,293.95,294.0,300.0,293.25,30.59M,0.36%,309.55800000000005,427.682,426.50663013698625,446.3992
2021-07-29,292.9,287.55,295.4,287.55,57.73M,2.97%,307.101,427.0565,426.1810684931507,445.75089999999994
2021-07-28,284.45,290.0,290.9,283.6,36.14M,-2.39%,305.131,426.48549999999994,425.83646575342465,445.07833999999997
2021-07-27,291.4,293.0,297.65,288.6,55.13M,-0.60%,303.42900000000003,425.86675,425.50884931506846,444.3778
2021-07-26,293.15,295.0,297.0,291.0,27.50M,-0.81%,302.571,425.21175000000005,425.16978082191775,443.67945999999995
2021-07-23,295.55,300.5,301.9,295.0,33.44M,-2.31%,301.58299999999997,424.66275,424.85175342465755,443.00386
2021-07-22,302.55,305.5,307.45,301.05,21.34M,0.13%,300.79400000000004,424.154,424.6169589041096,442.32552
2021-07-20,302.15,307.0,308.0,301.05,27.67M,-2.17%,300.17100000000005,423.80325,424.40139726027394,441.65156
2021-07-19,308.85,308.95,310.3,306.0,21.35M,-0.77%,299.681,423.40675000000005,424.1908219178082,440.9943
2021-07-16,311.25,311.1,315.45,310.5,25.15M,0.32%,299.301,423.00425,423.9903835616438,440.36217999999997
2021-07-15,310.25,310.5,312.85,307.6,23.62M,0.23%,298.92,422.53575000000006,423.76452054794515,439.73501999999996
2021-07-14,309.55,310.0,313.3,308.65,21.86M,-0.45%,298.478,422.04074999999995,423.53427397260276,439.11464
2021-07-13,310.95,310.0,312.25,308.15,25.74M,1.14%,298.338,421.464,423.32657534246573,438.49915999999996
2021-12-07,307.45,310.8,312.0,306.1,32.28M,0.38%,298.057,420.88375,423.114904109589,437.89362
2021-09-07,306.3,305.8,308.85,301.85,48.81M,-0.02%,297.981,420.25100000000003,422.8853150684931,437.27302
2021-08-07,306.35,314.8,314.8,305.0,87.36M,-3.39%,298.06899999999996,419.59475,422.6480821917808,436.63976
2021-07-07,317.1,316.0,319.1,306.25,112.18M,0.06%,298.432,419.0,422.46583561643837,436.03648
2021-06-07,316.9,348.0,358.2,311.5,164.08M,-8.44%,298.598,418.43325,422.30065753424657,435.4312
2021-05-07,346.1,347.05,350.1,344.0,18.40M,0.35%,299.28700000000003,417.98925,422.1715068493151,434.87026000000003
2021-02-07,344.9,345.3,345.55,340.5,18.30M,0.19%,299.94599999999997,417.58799999999997,422.01682191780816,434.32656
2021-01-07,344.25,341.5,347.4,341.2,27.94M,1.37%,300.709,417.115,421.83876712328765,433.78246
2021-06-30,339.6,342.0,345.35,338.85,18.28M,-0.57%,301.47700000000003,416.57275000000004,421.62750684931507,433.26376
2021-06-29,341.55,342.65,346.5,339.6,22.46M,-0.36%,302.329,416.07775000000004,421.4117534246575,432.77398
2021-06-28,342.8,340.8,345.0,337.55,17.84M,0.93%,303.28,415.667,421.21279452054796,432.28032
2021-06-25,339.65,335.9,342.8,335.9,22.43M,1.49%,304.181,415.19625,421.00194520547944,431.78166000000004
2021-06-24,334.65,335.0,337.4,333.35,15.58M,-0.18%,304.925,414.71424999999994,420.7757534246575,431.26352
2021-06-23,335.25,341.0,343.25,334.3,25.74M,-0.78%,305.719,414.199,420.56306849315064,430.76433999999995
2021-06-22,337.9,337.1,344.3,336.15,26.71M,1.08%,306.61400000000003,413.62825000000004,420.3599726027397,430.29745999999994
2021-06-21,334.3,330.9,335.8,326.2,29.12M,-0.92%,307.395,413.0395,420.1363561643836,429.8338600000001
2021-06-18,337.4,345.65,346.9,329.0,49.44M,-2.39%,308.397,412.47900000000004,419.9133150684932,429.39279999999997
2021-06-17,345.65,348.4,352.9,342.25,29.24M,-1.06%,309.471,411.92650000000003,419.69375342465753,428.94890000000004
